  oid  |    table_schema    |            table_name            | row_estimate | total_bytes | index_bytes | toast_bytes | table_bytes |   total    |   index    |   toast    |   table    
 51784 | public             | observations_1810_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51795 | public             | observations_1810_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51806 | public             | observations_1810_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51817 | public             | observations_1810_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51828 | public             | observations_1811_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51839 | public             | observations_1811_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51850 | public             | observations_1811_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51861 | public             | observations_1811_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51872 | public             | observations_1812_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51883 | public             | observations_1812_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51894 | public             | observations_1812_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51905 | public             | observations_1812_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51916 | public             | observations_1813_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51927 | public             | observations_1813_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51938 | public             | observations_1813_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51949 | public             | observations_1813_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51960 | public             | observations_1814_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51971 | public             | observations_1814_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51982 | public             | observations_1814_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 51993 | public             | observations_1814_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52004 | public             | observations_1815_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52015 | public             | observations_1815_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52026 | public             | observations_1815_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52037 | public             | observations_1815_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52048 | public             | observations_1816_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52059 | public             | observations_1816_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52070 | public             | observations_1816_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52081 | public             | observations_1816_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52092 | public             | observations_1817_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52103 | public             | observations_1817_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52114 | public             | observations_1817_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52125 | public             | observations_1817_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52136 | public             | observations_1818_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52147 | public             | observations_1818_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52158 | public             | observations_1818_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52169 | public             | observations_1818_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52180 | public             | observations_1819_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52191 | public             | observations_1819_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52202 | public             | observations_1819_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52213 | public             | observations_1819_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52224 | public             | observations_1820_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52235 | public             | observations_1820_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52246 | public             | observations_1820_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52257 | public             | observations_1820_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52268 | public             | observations_1821_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52279 | public             | observations_1821_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52290 | public             | observations_1821_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52301 | public             | observations_1821_marine_0       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52312 | public             | observations_1822_land_0         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52323 | public             | observations_1822_land_1         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 52334 | public             | observations_1822_land_2         |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
